debs_symbol,yahoo_ticker,exchange,resolved_via,shortName,longName,sector,industry,country,city,currency,quoteType,marketCap,fullTimeEmployees,website,isin_yf
888903.ETR,URBN,ETR,isin,"Urban Outfitters, Inc.","Urban Outfitters, Inc.",Consumer Cyclical,Apparel Retail,United States,Philadelphia,USD,EQUITY,6217963008.0,11780.0,https://www.urbn.com,US9170471026
889290.ETR,ETR,ETR,isin,Entergy Corporation,Entergy Corporation,Utilities,Utilities - Regulated Electric,United States,New Orleans,USD,EQUITY,53079859200.0,12000.0,https://www.entergy.com,US29364G1031
889826.ETR,TSCO,ETR,isin,Tractor Supply Company,Tractor Supply Company,Consumer Cyclical,Specialty Retail,United States,Brentwood,USD,EQUITY,16677496832.0,54000.0,https://www.tractorsupply.com,US8923561067
890167.ETR,ALB,ETR,isin,Albemarle Corporation,Albemarle Corporation,Basic Materials,Specialty Chemicals,United States,Charlotte,USD,EQUITY,13701647360.0,7800.0,https://www.albemarle.com,US0126531013
890963.ETR,KPN.AS,ETR,isin,KPN KON,Koninklijke KPN N.V.,Communication Services,Telecom Services,Netherlands,Rotterdam,EUR,EQUITY,16090516480.0,4789.0,https://www.kpn.com,NL0000009082
892502.ETR,ROS.VI,ETR,isin,Rosenbauer International AG,Rosenbauer International AG,Industrials,Farm & Heavy Construction Machinery,Austria,Leonding,EUR,EQUITY,642600000.0,5000.0,https://www.rosenbauer.com,AT0000922554
893113.ETR,RNO.PA,ETR,isin,RENAULT,Renault SA,Consumer Cyclical,Auto Manufacturers,France,Boulogne-Billancourt,EUR,EQUITY,7874962432.0,100541.0,https://www.renaultgroup.com,FR0000131906
893413.ETR,COF,ETR,isin,Capital One Financial Corporati,Capital One Financial Corporation,Financial Services,Credit Services,United States,McLean,USD,EQUITY,127025184768.0,78400.0,https://www.capitalone.com,US14040H1059
893438.ETR,STMPA.PA,ETR,isin,STMICROELECTRONICS,STMicroelectronics N.V.,Technology,Semiconductors,Netherlands,Schiphol,EUR,EQUITY,39810150400.0,49000.0,https://www.st.com/content/st_com/en.html,NL0000226223
893579.ETR,WM,ETR,isin,"Waste Management, Inc.","Waste Management, Inc.",Industrials,Waste Management,United States,Houston,USD,EQUITY,95534866432.0,60500.0,https://www.wm.com,US94106L1098
894298.ETR,DECK,ETR,isin,Deckers Outdoor Corporation,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,United States,Goleta,USD,EQUITY,13309052928.0,6000.0,https://www.deckers.com,US2435371073
894648.ETR,LMT,ETR,isin,Lockheed Martin Corporation,Lockheed Martin Corporation,Industrials,Aerospace & Defense,United States,Bethesda,USD,EQUITY,133858639872.0,123000.0,https://www.lockheedmartin.com,US5398301094
895250.ETR,PPL,ETR,isin,PPL Corporation,PPL Corporation,Utilities,Utilities - Regulated Electric,United States,Allentown,USD,EQUITY,27092133888.0,6546.0,https://www.pplweb.com,US69351T1060
895738.ETR,DRI,ETR,isin,"Darden Restaurants, Inc.","Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,United States,Orlando,USD,EQUITY,23376594944.0,209931.0,https://www.darden.com,US2371941053
896007.ETR,VECO,ETR,isin,Veeco Instruments Inc.,Veeco Instruments Inc.,Technology,Semiconductor Equipment & Materials,United States,Plainview,USD,EQUITY,2959513856.0,1265.0,https://www.veeco.com,US9224171002
896022.ETR,WAB,ETR,isin,Westinghouse Air Brake Technolo,Westinghouse Air Brake Technologies Corporation,Industrials,Railroads,United States,Pittsburgh,USD,EQUITY,50825273344.0,31000.0,https://www.wabteccorp.com,US9297401088
896040.ETR,HLEE.SW,ETR,isin,HIGHLIGHT E AND E I,Highlight Event and Entertainment AG,Communication Services,Entertainment,Switzerland,Pratteln,CHF,EQUITY,71845640.0,1181.0,https://www.hlee.ch,CH0003583256
896476.ETR,FCX,ETR,isin,"Freeport-McMoRan, Inc.",Freeport-McMoRan Inc.,Basic Materials,Copper,United States,Phoenix,USD,EQUITY,90163748864.0,29000.0,https://fcx.com,US35671D8570
897200.ETR,VOE.VI,ETR,isin,voestalpine AG,Voestalpine AG,Basic Materials,Steel,Austria,Linz,EUR,EQUITY,7722136064.0,41486.0,https://www.voestalpine.com,AT0000937503
897518.ETR,MYGN,ETR,isin,"Myriad Genetics, Inc.","Myriad Genetics, Inc.",Healthcare,Diagnostics & Research,United States,Salt Lake City,USD,EQUITY,514742720.0,2700.0,https://www.myriad.com,US62855J1043
897791.ETR,ENI.MI,ETR,isin,ENI,Eni S.p.A.,Energy,Oil & Gas Integrated,Italy,Rome,EUR,EQUITY,64801718272.0,32349.0,https://www.eni.com,IT0003132476
897933.ETR,EL,ETR,isin,"Estee Lauder Companies, Inc. (T",The Estée Lauder Companies Inc.,Consumer Defensive,Household & Personal Products,United States,New York,USD,EQUITY,30101336064.0,40470.0,https://www.elcompanies.com,US5184391044
897961.ETR,HSIC,ETR,isin,"Henry Schein, Inc.","Henry Schein, Inc.",Healthcare,Medical Distribution,United States,Melville,USD,EQUITY,9638497280.0,25000.0,https://www.henryschein.com,US8064071025
898521.ETR,HIG,ETR,isin,"The Hartford Insurance Group, I","The Hartford Insurance Group, Inc.",Financial Services,Insurance - Diversified,United States,Hartford,USD,EQUITY,38416691200.0,19200.0,https://www.thehartford.com,US4165151048
899676.ETR,FFH.TO,ETR,isin,FAIRFAX FINANCIAL HOLDINGS LTD.,Fairfax Financial Holdings Limited,Financial Services,Insurance - Property & Casualty,Canada,Toronto,CAD,EQUITY,49302986752.0,62500.0,https://www.fairfax.ca,CA3039011026
903000.ETR,IMB.L,ETR,isin,IMPERIAL BRANDS PLC ORD 10P,Imperial Brands PLC,Consumer Defensive,Tobacco,United Kingdom,Bristol,GBp,EQUITY,22234492928.0,25100.0,https://www.imperialbrandsplc.com,GB0004544929
903016.ETR,ANF,ETR,isin,Abercrombie & Fitch Company,Abercrombie & Fitch Co.,Consumer Cyclical,Apparel Retail,United States,New Albany,USD,EQUITY,4414290432.0,6600.0,https://corporate.abercrombie.com,US0028962076
903978.ETR,ROK,ETR,isin,"Rockwell Automation, Inc.","Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery,United States,Milwaukee,USD,EQUITY,51853660160.0,26000.0,https://www.rockwellautomation.com,US7739031091
904533.ETR,DGX,ETR,isin,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,United States,Secaucus,USD,EQUITY,25588959232.0,46000.0,https://www.questdiagnostics.com,US74834L1008
905249.ETR,CERS,ETR,isin,Cerus Corporation,Cerus Corporation,Healthcare,Medical Devices,United States,Concord,USD,EQUITY,615132736.0,261.0,https://www.cerus.com,US1570851014
906849.ETR,ORA.PA,ETR,isin,ORANGE,Orange S.A.,Communication Services,Telecom Services,France,Issy-les-Moulineaux,EUR,EQUITY,45474430976.0,121242.0,https://www.orange.com,FR0000133308
906866.ETR,AMZN,ETR,isin,"Amazon.com, Inc.","Amazon.com, Inc.",Consumer Cyclical,Internet Retail,United States,Seattle,USD,EQUITY,2489087688704.0,1575000.0,https://www.amazon.com,US0231351067
906870.ETR,RMBS,ETR,isin,"Rambus, Inc.",Rambus Inc.,Technology,Semiconductors,United States,San Jose,USD,EQUITY,10426566656.0,791.0,https://www.rambus.com,US7509171069
907391.ETR,SBO.VI,ETR,isin,SBO AG,SBO AG,Energy,Oil & Gas Equipment & Services,Austria,Ternitz,EUR,EQUITY,468056128.0,1533.0,https://www.sbo.at/en,AT0000946652
907466.ETR,ING,ETR,isin,"ING Group, N.V.",ING Groep N.V.,Financial Services,Banks - Diversified,Netherlands,Amsterdam,USD,EQUITY,95695806464.0,60000.0,https://www.ing.com,US4568371037
908668.ETR,AME,ETR,isin,"AMETEK, Inc.","AMETEK, Inc.",Industrials,Specialty Industrial Machinery,United States,Berwyn,USD,EQUITY,55723835392.0,22500.0,https://www.ametek.com,US0311001004
908683.ETR,VLO,ETR,isin,Valero Energy Corporation,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,United States,San Antonio,USD,EQUITY,90543710208.0,9785.0,https://www.valero.com,US91913Y1001
909190.ETR,YUM,ETR,isin,"Yum! Brands, Inc.","Yum! Brands, Inc.",Consumer Cyclical,Restaurants,United States,Louisville,USD,EQUITY,40736817152.0,49000.0,https://www.yum.com,US9884981013
909943.ETR,EBS.VI,ETR,isin,Erste Group Bank AG,Erste Group Bank AG,Financial Services,Banks - Regional,Austria,Vienna,EUR,EQUITY,44550189056.0,55431.0,https://www.erstegroup.com,AT0000652011
910509.ETR,FE,ETR,isin,FirstEnergy Corp.,FirstEnergy Corp.,Utilities,Utilities - Regulated Electric,United States,Akron,USD,EQUITY,28528224256.0,11186.0,https://www.firstenergycorp.com,US3379321074
910553.ETR,MTD,ETR,isin,"Mettler-Toledo International, I",Mettler-Toledo International Inc.,Healthcare,Diagnostics & Research,Switzerland,Greifensee,USD,EQUITY,27003213824.0,16600.0,https://www.mt.com,US5926881054
911060.ETR,OKE,ETR,isin,"ONEOK, Inc.","ONEOK, Inc.",Energy,Oil & Gas Midstream,United States,Tulsa,USD,EQUITY,56362737664.0,6326.0,https://www.oneok.com,US6826801036
911090.ETR,VRSN,ETR,isin,"VeriSign, Inc.","VeriSign, Inc.",Technology,Software - Infrastructure,United States,Reston,USD,EQUITY,24843728896.0,926.0,https://www.verisign.com,US92343E1029
911443.ETR,URI,ETR,isin,"United Rentals, Inc.","United Rentals, Inc.",Industrials,Rental & Leasing Services,United States,Stamford,USD,EQUITY,70203924480.0,28500.0,https://www.unitedrentals.com,US9113631090
911535.ETR,AEE,ETR,isin,Ameren Corporation,Ameren Corporation,Utilities,Utilities - Regulated Electric,United States,Saint Louis,USD,EQUITY,31026624512.0,8913.0,https://www.amereninvestors.com,US0236081024
911563.ETR,ED,ETR,isin,"Consolidated Edison, Inc.","Consolidated Edison, Inc.",Utilities,Utilities - Regulated Electric,United States,New York,USD,EQUITY,41091059712.0,15407.0,https://www.conedison.com,US2091151041
912029.ETR,FDX,ETR,isin,FedEx Corporation,FedEx Corporation,Industrials,Integrated Freight & Logistics,United States,Memphis,USD,EQUITY,73527066624.0,300000.0,https://www.fedex.com,US31428X1063
913070.ETR,MAR,ETR,isin,Marriott International,"Marriott International, Inc.",Consumer Cyclical,Lodging,United States,Bethesda,USD,EQUITY,101008564224.0,414000.0,https://www.marriott.com,US5719032022
914076.ETR,LAD,ETR,isin,"Lithia Motors, Inc.","Lithia Motors, Inc.",Consumer Cyclical,Auto & Truck Dealerships,United States,Medford,USD,EQUITY,7878955008.0,30000.0,https://www.lithia.com,US5367971034
914508.ETR,TTWO,ETR,isin,"Take-Two Interactive Software, ","Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,United States,New York,USD,EQUITY,45293379584.0,12909.0,https://www.take2games.com,US8740541094
915210.ETR,DOC.VI,ETR,isin,DO & CO AG,DO & CO Aktiengesellschaft,Industrials,Airports & Air Services,Austria,Vienna,EUR,EQUITY,2207675136.0,16395.0,https://www.doco.com,AT0000818802
915266.ETR,SRE,ETR,isin,DBA Sempra,Sempra,Utilities,Utilities - Diversified,United States,San Diego,USD,EQUITY,59650797568.0,15938.0,https://www.sempra.com,US8168511090
915272.ETR,CTSH,ETR,isin,Cognizant Technology Solutions ,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,United States,Teaneck,USD,EQUITY,22254649344.0,357600.0,https://www.cognizant.com,US1924461023
916018.ETR,BATS.L,ETR,isin,BRITISH AMERICAN TOBACCO PLC OR,British American Tobacco p.l.c.,Consumer Defensive,Tobacco,United Kingdom,London,GBp,EQUITY,100585537536.0,47797.0,https://www.bat.com,GB0002875804
916529.ETR,EBAY,ETR,isin,eBay Inc.,eBay Inc.,Consumer Cyclical,Internet Retail,United States,San Jose,USD,EQUITY,50265239552.0,12300.0,https://www.ebayinc.com,US2786421030
917523.ETR,USB,ETR,isin,U.S. Bancorp,U.S. Bancorp,Financial Services,Banks - Regional,United States,Minneapolis,USD,EQUITY,98900385792.0,70000.0,https://www.usbank.com,US9029733048
918422.ETR,NVDA,ETR,isin,NVIDIA Corporation,NVIDIA Corporation,Technology,Semiconductors,United States,Santa Clara,USD,EQUITY,4759668391936.0,42000.0,https://www.nvidia.com,US67066G1040
920299.ETR,HLG.DE,ETR,isin,HIGHLIGHT COMMUNICATIONS AG   I,Highlight Communications AG,Communication Services,Entertainment,Switzerland,Pratteln,EUR,EQUITY,30075102.0,1383.0,https://www.highlight-communications.ch,CH0006539198
920332.ETR,GS,ETR,isin,"Goldman Sachs Group, Inc. (The)","The Goldman Sachs Group, Inc.",Financial Services,Capital Markets,United States,New York,USD,EQUITY,309235613696.0,46200.0,https://www.goldmansachs.com,US38141G1040
920657.ETR,SAN.PA,ETR,isin,SANOFI,Sanofi,Healthcare,Drug Manufacturers - General,France,Paris,EUR,EQUITY,93907558400.0,74846.0,https://www.sanofi.com,FR0000120578
922230.ETR,ATS.VI,ETR,isin,AT&S Austria Tech.&Systemtech.,AT & S Austria Technologie & Systemtechnik Aktiengesellschaft,Technology,Electronic Components,Austria,Leoben,EUR,EQUITY,5073810432.0,12944.0,https://ats.net,AT0000969985
922977.ETR,FFIV,ETR,isin,"F5, Inc.","F5, Inc.",Technology,Software - Infrastructure,United States,Seattle,USD,EQUITY,23016796160.0,6512.0,https://www.f5.com,US3156161024
922985.ETR,FAA.DE,ETR,isin,FABASOFT AG                   I,Fabasoft AG,Technology,Software - Application,Austria,Linz,EUR,EQUITY,141869920.0,505.0,https://www.fabasoft.com,AT0000785407
923893.ETR,HSBA.L,ETR,isin,HSBC HOLDINGS PLC ORD $0.50 (UK,HSBC Holdings plc,Financial Services,Banks - Diversified,United Kingdom,London,GBp,EQUITY,266620370944.0,208844.0,https://www.hsbc.com,GB0005405286
924801.ETR,BMRN,ETR,isin,BioMarin Pharmaceutical Inc.,BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology,United States,San Rafael,USD,EQUITY,11649252352.0,3221.0,https://www.biomarin.com,US09061G1013
924838.ETR,LII,ETR,isin,"Lennox International, Inc.",Lennox International Inc.,Industrials,Building Products & Equipment,United States,Richardson,USD,EQUITY,19047761920.0,5400.0,https://www.lennox.com,US5261071071
925345.ETR,DVN,ETR,isin,Devon Energy Corporation,Devon Energy Corporation,Energy,Oil & Gas E&P,United States,Houston,USD,EQUITY,49780879360.0,2200.0,https://www.devonenergy.com,US25179M1036
927079.ETR,ILMN,ETR,isin,"Illumina, Inc.","Illumina, Inc.",Healthcare,Diagnostics & Research,United States,San Diego,USD,EQUITY,28666810368.0,8600.0,https://www.illumina.com,US4523271090
928624.ETR,ENEL.MI,ETR,isin,ENEL,Enel SpA,Utilities,Utilities - Diversified,Italy,Rome,EUR,EQUITY,98994470912.0,61544.0,https://www.enel.com,IT0003128367
928900.ETR,UQA.VI,ETR,isin,UNIQA Insurance Group AG,UNIQA Insurance Group AG,Financial Services,Insurance - Diversified,Austria,Vienna,EUR,EQUITY,5408728064.0,14850.0,https://www.uniqagroup.com,AT0000821103
928906.ETR,AKAM,ETR,isin,"Akamai Technologies, Inc.","Akamai Technologies, Inc.",Technology,Software - Infrastructure,United States,Cambridge,USD,EQUITY,16406748160.0,11419.0,https://www.akamai.com,US00971T1016
929198.ETR,UPS,ETR,isin,"United Parcel Service, Inc.","United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,United States,Atlanta,USD,EQUITY,96008208384.0,460000.0,https://www.ups.com,US9113121068
930124.ETR,ON,ETR,isin,ON Semiconductor Corporation,ON Semiconductor Corporation,Technology,Semiconductors,United States,Scottsdale,USD,EQUITY,34653085696.0,22600.0,https://www.onsemi.com,US6821891057
931083.ETR,ATI,ETR,isin,ATI Inc.,ATI Inc.,Industrials,Metal Fabrication,United States,Dallas,USD,EQUITY,26289664000.0,7600.0,https://www.atimaterials.com,US01741R1023
932798.ETR,D,ETR,isin,"Dominion Energy, Inc.","Dominion Energy, Inc.",Utilities,Utilities - Regulated Electric,United States,Richmond,USD,EQUITY,61803339776.0,15200.0,https://www.dominionenergy.com,US25746U1097
934623.ETR,MET,ETR,isin,"MetLife, Inc.","MetLife, Inc.",Financial Services,Insurance - Life,United States,New York,USD,EQUITY,61248749568.0,46000.0,https://www.metlife.com,US59156R1086
936386.ETR,SGMOQ,ETR,isin,"Sangamo Therapeutics, Inc.","Sangamo Therapeutics, Inc.",,,United States,Richmond,USD,EQUITY,,142.0,https://www.sangamo.com,US8006771062
936718.ETR,EXEL,ETR,isin,"Exelixis, Inc.","Exelixis, Inc.",Healthcare,Biotechnology,United States,Alameda,USD,EQUITY,14028128256.0,1077.0,https://www.exelixis.com,US30161Q1040
936853.ETR,EW,ETR,isin,Edwards Lifesciences Corporatio,Edwards Lifesciences Corporation,Healthcare,Medical Devices,United States,Irvine,USD,EQUITY,47814430720.0,16000.0,https://www.edwards.com,US28176E1082
938914.ETR,AIR.PA,ETR,isin,AIRBUS SE,Airbus SE,Industrials,Aerospace & Defense,Netherlands,Leiden,EUR,EQUITY,166813630464.0,166876.0,https://www.airbus.com,NL0000235190
939391.ETR,CRL,ETR,isin,Charles River Laboratories Inte,"Charles River Laboratories International, Inc.",Healthcare,Diagnostics & Research,United States,Wilmington,USD,EQUITY,10804021248.0,18300.0,https://www.criver.com,US1598641074
940602.ETR,PHIA.AS,ETR,isin,KON.PHILIPS N.V.,Koninklijke Philips N.V.,Healthcare,Medical Devices,Netherlands,Amsterdam,EUR,EQUITY,20586592256.0,61085.0,https://www.philips.com,NL0000009538
940883.ETR,APM.DE,ETR,isin,AD PEPPER MEDIA INTL N.V.     A,ad pepper media International N.V.,Communication Services,Advertising Agencies,Germany,Nuremberg,EUR,EQUITY,64561692.0,315.0,https://adpeppergroup.com,NL0000238145
940936.ETR,PHG,ETR,isin,Koninklijke Philips N.V. NY Reg,Koninklijke Philips N.V.,Healthcare,Medical Devices,Netherlands,Amsterdam,USD,EQUITY,24319006720.0,61085.0,https://www.philips.com,US5004723038
A0B57L.ETR,ITM.L,ETR,isin,ITM POWER PLC ORD 5P,ITM Power Plc,Industrials,Specialty Industrial Machinery,United Kingdom,Sheffield,GBp,EQUITY,692272320.0,306.0,https://itm-power.com,GB00B0130H42
A0B6XA.ETR,RF,ETR,isin,Regions Financial Corporation,Regions Financial Corporation,Financial Services,Banks - Regional,United States,Birmingham,USD,EQUITY,26232885248.0,20003.0,https://www.regions.com,US7591EP1005
A0B87V.ETR,CRM,ETR,isin,"Salesforce, Inc.","Salesforce, Inc.",Technology,Software - Application,United States,San Francisco,USD,EQUITY,142178402304.0,83334.0,https://www.salesforce.com,US79466L3024
A0B897.ETR,MKTX,ETR,isin,"MarketAxess Holdings, Inc.",MarketAxess Holdings Inc.,Financial Services,Capital Markets,United States,New York,USD,EQUITY,4192589312.0,859.0,https://www.marketaxess.com,US57060D1081
A0B8S2.ETR,LVS,ETR,isin,Las Vegas Sands Corp.,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,United States,Las Vegas,USD,EQUITY,31647557632.0,41000.0,https://www.sands.com,US5178341070
A0B9N3.ETR,JDC.DE,ETR,isin,JDC Group AG                  I,JDC Group AG,Financial Services,Financial Conglomerates,Germany,Wiesbaden,EUR,EQUITY,310991008.0,430.0,https://www.jdcgroup.de,DE000A0B9N37
A0BL84.ETR,V3V.F,ETR,isin,FamiCord AG                   N,FamiCord AG,Healthcare,Medical Care Facilities,Germany,Leipzig,EUR,EQUITY,51159988.0,723.0,https://www.famicord.com,DE000A0BL849
A0BLMY.ETR,GFC.PA,ETR,isin,GECINA,Gecina,Real Estate,REIT - Office,France,Paris,EUR,EQUITY,5584157696.0,437.0,https://www.gecina.fr,FR0010040865
A0BLR4.ETR,NRG,ETR,isin,"NRG Energy, Inc.","NRG Energy, Inc.",Utilities,Utilities - Independent Power Producers,United States,Houston,USD,EQUITY,28799651840.0,16702.0,https://www.nrg.com,US6293775085
A0BVU2.ETR,OSP2.HM,ETR,isin,USU Ventures AG               I,USU Software AG,Technology,Information Technology Services,Germany,Möglingen,EUR,EQUITY,91329280.0,806.0,https://www.usu.com,DE000A0BVU28
A0CA0G.ETR,HEIA.AS,ETR,isin,HEINEKEN,Heineken N.V.,Consumer Defensive,Beverages - Brewers,Netherlands,Amsterdam,EUR,EQUITY,43523690496.0,81028.0,https://www.theheinekencompany.com,NL0000009165
